la,lo,s
"41.283","2.067","81810"
"41.9","2.767","81840"
"40.95","-5.5","82020"
"40.783","-4.017","82150"
"40.45","-3.55","82210"
"40.383","-3.783","82230"
"40.3","-3.717","82240"
"40.483","-3.45","82270"
"40.817","0.5","82380"
"39.467","-6.333","82610"
"38.95","-1.85","82800"
"39.5","-0.467","82840"
"39.55","2.733","83060"
"39.867","4.233","83140"
"38.883","-6.833","83300"
"38.983","-3.917","83480"
"38.283","-0.55","83600"
"38.883","1.383","83730"
"37.367","-6","83900"
"37.417","-5.9","83910"
"37.15","-5.617","83970"
"37.85","-4.85","84100"
"37.183","-3.783","84190"
"37.95","-1.233","84290"
"38","-1.167","84300"
"37.783","-0.8","84330"
"36.65","-6.35","84490"
"36.75","-6.067","84510"
"36.667","-4.483","84820"
"36.85","-2.383","84870"
"36.15","-5.35","84950"
"39.45","-31.133","85010"
"38.517","-28.717","85050"
"38.767","-27.1","85090"
"37.733","-25.7","85120"
"36.967","-25.167","85150"
"32.683","-16.767","85210"
"32.633","-16.9","85220"
"33.067","-16.35","85240"
"38.833","-9.333","85320"
"38.7","-9.033","85340"
"38.767","-9.133","85360"
"37","-8.95","85380"
"39.833","-8.883","85400"
"41.7","-8.8","85430"
"40.917","-8.633","85440"
"41.233","-8.683","85450"
"40.15","-8.467","85480"
"40.2","-8.417","85490"
"37.017","-7.967","85540"
"38.567","-7.9","85570"
"38.533","-7.9","85580"
"40.917","-8.633","85581"
"40.717","-7.883","85600"
"38.067","-7.917","85610"
"38.017","-7.867","85620"
"41.317","-7.733","85660"
"41.267","-7.717","85670"
"39.833","-7.483","85700"
"39.283","-7.417","85710"
"41.8","-6.733","85750"
"38.767","-9.133","85790"
"16.733","-22.95","85940"
"54.683","13.433","90910"
"54","11.2","91610"
"53.633","11.417","91620"
"54.183","12.083","91700"
"53.767","12.617","91770"
"54.1","13.383","91840"
"54.1","13.45","91850"
"53.383","10.717","92490"
"52.9","11.733","92610"
"52.9","12.817","92700"
"53.6","13.317","92800"
"53.017","14","92910"
"52.517","11.4","93590"
"52.1","11.583","93610"
"52.383","13.067","93790"
"52.383","13.517","93850"
"52.217","14.117","93930"
"52.367","14.533","93980"
"51.383","10.317","94490"
"51.8","10.617","94530"
"51.85","10.767","94540"
"51.367","11.3","94600"
"51.417","12.233","94690"
"51.883","12.65","94740"
"51.3","13.017","94790"
"51.3","13.117","94800"
"51.133","13.767","94880"
"51.65","13.583","94900"
"51.767","14.3","94920"
"51.783","14.333","94960"
"51.167","14.95","94990"
"50.633","10.15","95460"
"50.55","10.367","95480"
"50.85","10.467","95490"
"50.65","10.767","95520"
"50.983","10.967","95540"
"50.383","11.183","95580"
"50.883","12.133","95670"
"50.5","12.15","95690"
"50.817","12.9","95770"
"50.433","12.95","95780"
"50.733","13.75","95820"
"53.8","6.367","100020"
"54.167","6.35","100040"
"54","8.117","100050"
"54.6","11.15","100060"
"54.183","7.9","100150"
"55.017","8.417","100200"
"54.8","8.95","100220"
"54.517","9.15","100260"
"54.333","8.6","100280"
"52.183","9.95","100290"
"54.833","9.5","100330"
"54.633","9.35","100340"
"54.533","9.55","100350"
"54.467","9.517","100370"
"54.317","9.533","100380"
"54.333","10.1","100450"
"54.383","10.15","100460"
"54.367","10.133","100465"
"54.533","11.067","100550"
"54.683","13.433","100910"
"53.717","7.15","101130"
"53.533","7.9","101220"
"53.55","7.667","101260"
"53.533","8.167","101270"
"53.583","8.033","101280"
"53.533","8.583","101290"
"53.867","8.7","101310"
"53.767","8.667","101360"
"53.983","9.567","101420"
"53.633","10","101470"
"54.167","10.35","101500"
"53.817","10.7","101560"
"54","11.2","101610"
"53.633","11.417","101620"
"53.417","11.783","101624"
"53.417","11.783","101630"
"54.183","12.083","101700"
"53.917","12.283","101720"
"52.183","9.95","101730"
"53.767","12.617","101770"
"54.1","13.4","101840"
"52.183","9.95","101850"
"53.75","14.067","101930"
"53.383","7.233","102000"
"53.367","7.217","102020"
"53.333","7.2","102030"
"53.183","8.167","102150"
"52.883","8.233","102180"
"53.05","8.8","102240"
"53","9.833","102350"
"52.817","9.933","102380"
"52.183","9.95","102420"
"52.917","10.183","102460"
"53.4","10.683","102490"
"52.967","11.133","102530"
"52.183","9.95","102540"
"52.9","11.733","102610"
"52.183","9.95","102620"
"52.9","12.817","102700"
"53.2","12.517","102720"
"52.183","9.95","102740"
"52.183","9.95","102790"
"53.55","13.2","102800"
"53.6","13.317","102810"
"53.033","14","102910"
"52.517","7.317","103050"
"52.3","7.383","103060"
"51.967","7.6","103130"
"52.133","7.683","103134"
"52.333","7.533","103140"
"52.133","7.7","103150"
"52.25","8.05","103170"
"51.933","8.317","103200"
"52.583","8.35","103210"
"52.1","8.75","103250"
"52.467","9.433","103340"
"52.283","9.083","103350"
"52.467","9.7","103380"
"52.6","10.017","103430"
"52.3","10.45","103480"
"52.183","9.95","103490"
"52.517","11.4","103590"
"52.117","11.583","103610"
"52.183","9.95","103630"
"52.183","9.95","103660"
"52.117","12.467","103680"
"52.383","13.067","103790"
"52.183","9.95","103800"
"52.467","13.3","103810"
"52.567","13.317","103820"
"52.467","13.4","103840"
"52.383","13.517","103850"
"52.183","9.95","103870"
"52.217","14.117","103930"
"52.183","9.95","103980"
"51.283","6.783","104000"
"51.2","6.133","104010"
"51.117","6.217","104020"
"51.733","6.267","104040"
"51.833","6.533","104060"
"51.4","6.967","104100"
"51.517","7.617","104160"
"51.25","7.65","104180"
"51.567","7.917","104240"
"51.617","8.617","104260"
"51.183","8.483","104270"
"51.783","8.833","104300"
"51.217","6.5","104374"
"51.3","9.45","104380"
"51.117","9.283","104390"
"51.55","9.95","104440"
"52.183","9.95","104480"
"51.4","10.317","104490"
"51.733","10.6","104520"
"51.8","10.617","104530"
"51.85","10.767","104540"
"52.183","9.95","104570"
"51.383","11.3","104600"
"51.517","11.95","104660"
"51.55","12.067","104680"
"51.417","12.233","104690"
"52.183","9.95","104700"
"51.317","12.417","104710"
"52.183","9.95","104730"
"51.883","12.65","104740"
"52.183","9.95","104750"
"51.767","13.167","104760"
"52.183","9.95","104790"
"51.3","13.1","104800"
"52.183","9.95","104810"
"51.117","13.683","104860"
"51.133","13.783","104880"
"51.65","13.583","104900"
"51.767","14.3","104920"
"51.783","14.317","104960"
"51.167","14.95","104990"
"50.967","6.05","105000"
"50.783","6.1","105010"
"50.833","6.667","105020"
"50.367","6.867","105060"
"50.333","6.95","105100"
"50.867","7.167","105130"
"50.367","7.317","105140"
"50.417","7.583","105150"
"50.733","7.2","105190"
"50.667","7.967","105260"
"50.583","8.7","105320"
"50.55","9.65","105360"
"50.867","9.717","105420"
"50.5","9.95","105440"
"50.633","10.15","105460"
"50.567","10.383","105480"
"52.183","9.95","105490"
"52.183","9.95","105500"
"50.65","10.767","105520"
"50.983","12.5","105536"
"50.983","10.967","105540"
"50.983","11.317","105550"
"50.5","11.133","105570"
"50.383","11.183","105580"
"52.183","9.95","105590"
"50.883","12.133","105670"
"50.483","12.133","105690"
"50.8","12.867","105770"
"50.433","12.95","105780"
"50.733","13.75","105820"
"49.983","6.7","106070"
"49.75","6.667","106090"
"49.95","6.567","106100"
"50.167","7.067","106130"
"49.433","7.6","106140"
"49.767","7.05","106150"
"49.95","7.267","106160"
"49.2","7.4","106163"
"49.7","7.333","106180"
"49.65","7.3","106190"
"49.85","7.6","106260"
"49.983","7.95","106280"
"49.967","8.15","106320"
"50.05","8.333","106330"
"50.217","8.45","106350"
"50.05","8.6","106370"
"50.017","8.667","106390"
"50.167","8.967","106420"
"49.717","9.1","106480"
"49.65","9.967","106530"
"49.767","9.967","106550"
"49.75","9.5","106570"
"50.2","10.083","106580"
"49.75","10.2","106590"
"52.183","9.95","106600"
"52.183","9.95","106700"
"50.283","10.983","106710"
"49.883","10.917","106750"
"49.983","11.633","106770"
"52.183","9.95","106810"
"50.317","11.883","106850"
"49.7","11.95","106870"
"49.667","12.183","106880"
"49.283","6.683","107040"
"49.483","7.05","107060"
"49.217","7.117","107080"
"52.183","9.95","107100"
"49.5","7.867","107120"
"49.217","7.4","107140"
"48.783","8.083","107220"
"49.367","8.133","107230"
"49.383","8.117","107240"
"49.033","8.367","107270"
"48.767","8.067","107275"
"49.567","8.467","107280"
"49.517","8.55","107290"
"52.183","9.95","107320"
"49.4","8.65","107340"
"48.767","9.183","107370"
"48.683","9.217","107380"
"48.833","9.2","107390"
"49.217","9.517","107420"
"49.383","9.967","107430"
"49.117","9.783","107450"
"49.467","10.383","107520"
"49.317","10.633","107550"
"49.017","10.967","107610"
"49.5","11.083","107630"
"49.5","10.967","107635"
"49.383","11.167","107640"
"49.217","11.1","107650"
"49.383","11.167","107655"
"49.433","11.9","107710"
"49.217","11.833","107750"
"49.05","12.1","107760"
"48.833","12.567","107880"
"49.117","13.133","107910"
"48","7.85","108030"
"48.367","7.833","108050"
"48.45","8.417","108150"
"48.1","8.75","108180"
"48.183","9","108270"
"48.717","9.7","108354"
"48.667","9.867","108360"
"48.217","9.917","108370"
"48.383","9.95","108380"
"48.433","10.233","108450"
"52.183","9.95","108460"
"48.433","10.933","108520"
"48.433","10.933","108522"
"48.717","11.217","108530"
"48.183","10.85","108560"
"48.067","10.9","108570"
"48.2","11.267","108580"
"48.717","11.533","108600"
"48.067","11.633","108640"
"48.133","11.55","108650"
"48.133","11.7","108660"
"48.25","11.55","108680"
"48.317","11.95","108690"
"48.283","12.5","108750"
"48.583","13.467","108930"
"48.55","13.35","108950"
"47.9","7.617","109000"
"47.883","8","109080"
"47.983","8.9","109210"
"47.683","9.183","109290"
"47.65","9.483","109340"
"47.667","9.517","109350"
"47.717","10.333","109460"
"47.983","10.233","109470"
"47.4","10.283","109480"
"47.417","10.983","109610"
"47.8","11.017","109620"
"47.483","11.067","109630"
"47.767","11.6","109711"
"47.7","12.017","109800"
"48.233","14.183","110100"
"48.183","15.617","110280"
"48.317","16.117","110300"
"48.25","16.367","110350"
"48.117","16.567","110360"
"47.5","9.75","111010"
"47.267","9.617","111050"
"47.267","11.35","111200"
"47.217","11.467","111260"
"47.583","12.167","111300"
"47.333","12.8","111440"
"47.05","12.95","111460"
"47.8","13","111500"
"47.817","13.717","111550"
"47.533","14.133","111570"
"47.2","14.75","111650"
"47.85","16.533","111900"
"46.6","13.667","112120"
"46.65","14.333","112310"
"47","15.433","112400"
"50.083","12.4","114060"
"50.2","12.917","114140"
"49.917","12.717","114180"
"49.667","12.667","114230"
"50.117","14.533","114232"
"50.767","15.017","114234"
"50.383","13.333","114380"
"49.683","13.267","114480"
"49.767","13.383","114500"
"49.067","13.617","114570"
"50.55","13.933","114640"
"49.467","13.833","114870"
"50.683","14.033","115020"
"50.467","14.167","115090"
"50.1","14.25","115180"
"-2.767","-171.717","115190"
"50.017","14.45","115200"
"49.2","14.333","115380"
"49.033","14.483","115400"
"48.95","14.433","115410"
"50.117","14.533","115670"
"50.767","15.017","116030"
"49.933","15.383","116240"
"49.583","15.083","116280"
"49.183","15.467","116360"
"50.667","15.75","116430"
"50.25","15.85","116480"
"50.017","15.733","116520"
"49.583","15.767","116590"
"50.35","16.317","116690"
"49.983","16.433","116790"
"49.733","16.033","116830"
"49.167","16.117","116920"
"49.1","16.133","116930"
"48.883","16.082","116980"
"49.65","16.95","117100"
"49.15","16.7","117230"
"50.183","17.117","117300"
"50.067","17.233","117350"
"49.417","17.4","117480"
"49.767","17.55","117660"
"49.317","17.567","117740"
"49.683","18.117","117820"
"49.55","18.45","117870"
"48.2","17.2","118160"
"48.617","17.833","118260"
"49.233","18.617","118410"
"48.283","18.133","118550"
"47.867","18.2","118580"
"48.767","18.6","118670"
"48.167","18.867","118800"
"48.65","19.15","119030"
"48.983","19.6","119160"
"49.367","19.683","119180"
"48.333","19.733","119270"
"48.65","21.233","119271"
"48.283","18.133","119272"
"48.767","18.583","119273"
"48.617","17.817","119274"
"48.633","19.133","119275"
"49.233","18.6","119276"
"49.2","20.217","119300"
"49.117","20.083","119330"
"49.067","20.25","119340"
"48.85","20.183","119380"
"48.667","21.217","119680"
"49.217","21.65","119760"
"48.667","21.733","119780"
"48.933","22","119930"
"54.183","15.583","121000"
"54.2","16.149","121050"
"51.717","19.4","121055"
"54.033","16.3","121060"
"54.583","16.867","121150"
"54.15","15.3","121160"
"54.75","17.533","121200"
"54.4","16.35","121240"
"54.55","17.75","121250"
"54.6","18.817","121350"
"54.417","17.767","121360"
"54.4","18.7","121400"
"54.567","18.517","121420"
"54.25","18.667","121460"
"54.383","18.467","121500"
"54.033","19.133","121540"
"54.333","18.933","121550"
"54.167","19.433","121600"
"53.117","17.967","121630"
"54.067","21.367","121850"
"53.117","17.967","121860"
"54.133","22.95","121950"
"53.917","14.233","122000"
"53.4","14.617","122050"
"53.117","17.967","122070"
"53.783","15.817","122120"
"53.717","16.683","122150"
"53.45","16.5","122250"
"53.383","16.082","122260"
"53.133","16.75","122300"
"53.117","17.967","122320"
"53.717","17.55","122350"
"53.117","17.967","122370"
"53.117","17.967","122380"
"53.05","18.583","122500"
"53.1","20.35","122700"
"53.767","20.417","122720"
"53.783","21.583","122800"
"53.117","17.967","122810"
"53.083","21.567","122850"
"53.1","23.167","122950"
"52.75","15.283","123000"
"52.35","14.6","123100"
"52.333","16.967","123260"
"52.417","16.85","123300"
"52.367","17.85","123360"
"52.2","18.667","123450"
"52.583","19.733","123600"
"52.167","20.967","123750"
"52.2","21.65","123760"
"54.033","19.133","123765"
"54.417","17.767","123766"
"52.25","22.25","123850"
"52.067","23.617","123990"
"51.933","15.533","124000"
"53.117","17.967","124010"
"51.2","16.2","124150"
"51.833","16.533","124180"
"51.1","16.883","124240"
"51.117","16.883","124250"
"51.1","16.883","124280"
"51.783","18.083","124350"
"51.55","19.183","124540"
"51.217","18.567","124550"
"51.733","19.4","124650"
"51.35","19.867","124690"
"51.417","21.117","124850"
"51.567","21.55","124880"
"51.55","21.85","124900"
"51.217","22.4","124950"
"51.55","23.533","124970"
"50.9","15.8","125000"
"50.733","15.733","125100"
"50.433","16.617","125200"
"50.8","17.967","125300"
"53.117","17.967","125390"
"50.05","18.2","125400"
"50.817","19.1","125500"
"50.083","19.783","125560"
"50.233","19.033","125600"
"50.083","19.8","125660"
"50.817","20.7","125700"
"50.033","20.983","125750"
"50.1","22.05","125800"
"50.7","21.717","125850"
"50.7","23.25","125950"
"49.8","19","126000"
"49.3","19.967","126250"
"49.233","19.983","126500"
"49.617","20.7","126600"
"49.683","21.75","126700"
"49.467","22.35","126900"
"49.8","22.767","126950"
"48.1","20.767","127720"
"47.683","16.6","128050"
"47.267","16.633","128120"
"47.883","17.283","128150"
"47.717","17.683","128220"
"47.2","17.5","128250"
"47.067","17.833","128300"
"47.333","18.983","128305"
"47.45","18.967","128380"
"47.433","19.267","128390"
"47.433","19.183","128430"
"47.867","20.017","128510"
"47.117","20.233","128600"
"47.067","17.967","128603"
"47.9","20.383","128700"
"47.483","21.6","128820"
"47.967","21.883","128920"
"46.917","16.317","129100"
"46.867","16.8","129150"
"46.733","17.233","129200"
"46.683","17.167","129220"
"46.45","16.967","129250"
"46.383","17.833","129300"
"46.4","17.917","129320"
"46.917","18.05","129350"
"46","18.233","129420"
"46.583","18.85","129500"
"46.183","19.017","129600"
"46.917","19.75","129700"
"46.25","20.1","129820"
"46.683","21.167","129920"
"46.217","14.483","130140"
"45.9","15.533","130145"
"46.067","15.283","130240"
"46.483","15.683","130260"
"46.1","19.767","130670"
"45.517","13.567","131050"
"45.217","14.583","131160"
"45.9","15.967","131280"
"45.817","16.033","131300"
"45.733","16.067","131310"
"45.6","17.233","131420"
"45.167","18","131500"
"45.533","18.733","131570"
"45.767","19.15","131600"
"45.333","19.85","131680"
"45.25","19.867","131681"
"45.367","20.417","131730"
"45.85","20.467","131740"
"45.05","21.033","131800"
"42.35","21.25","131825"
"45.15","21.317","131830"
"44.983","14.9","132080"
"44.9","13.917","132090"
"44.55","15.367","132230"
"44.083","15.35","132240"
"44.817","15.883","132280"
"44.783","17.217","132420"
"44.55","18.7","132570"
"44.983","14.9","132610"
"45.1","19.55","132660"
"44.317","19.917","132690"
"44.817","20.283","132720"
"44.8","20.467","132740"
"44.367","20.95","132790"
"44.75","21.517","132850"
"44.117","21.95","132890"
"44.233","22.55","132950"
"43.533","16.3","133330"
"43.517","16.433","133340"
"43.333","17.783","133480"
"43.717","18.267","133520"
"43.817","18.333","133530"
"43.733","19.717","133670"
"43.7","20.7","133760"
"44.983","14.9","133766"
"44.983","14.9","133770"
"43.283","20.8","133780"
"43.933","21.383","133840"
"43.333","21.9","133880"
"42.983","21.95","133890"
"43.017","22.75","133970"
"42.567","18.267","134520"
"42.4","18.733","134570"
"42.767","18.95","134590"
"42.367","19.25","134620"
"42.35","19.25","134624"
"42.217","20.733","134770"
"42.65","21.15","134810"
"42.567","21.033","134811"
"42.55","21.917","134890"
"42.2","22.333","134930"
"41.917","19.217","135620"
"41.117","20.8","135780"
"41.1","20.817","135790"
"41.05","21.367","135830"
"41.967","21.65","135860"
"41.333","19.783","136150"
"46.383","13.85","140080"
"46.217","14.483","140140"
"46.067","14.517","140150"
"46.067","15.283","140240"
"46.483","15.683","140260"
"45.517","13.567","141050"
"45.333","14.45","142160"
"45.6","14.633","142190"
"45.5","15.567","142320"
"46.133","15.883","142340"
"45.917","15.967","142350"
"45.817","15.983","142360"
"45.817","16.033","142400"
"45.733","16.067","142410"
"45.5","16.367","142440"
"46.3","16.383","142460"
"46.033","16.55","142480"
"45.733","16.85","142530"
"45.883","17.2","142560"
"45.6","17.233","142580"
"45.5","18.567","142800"
"45.467","18.817","142840"
"45.467","18.817","143015"
"45.05","13.617","143030"
"44.9","13.917","143070"
"45.233","13.933","143080"
"44.533","14.483","143140"
"44.75","14.767","143210"
"45","14.9","143230"
"44.817","14.983","143240"
"45.267","15.233","143280"
"44.55","15.367","143300"
"45.167","18","143700"
"45.15","18.7","143820"
"43.85","15.2","144270"
"44.133","15.217","144280"
"44.1","15.35","144310"
"43.733","15.917","144380"
"43.05","16.1","144410"
"44.033","16.2","144420"
"43.533","16.3","144440"
"43.517","16.433","144450"
"43.167","16.45","144470"
"42.767","16.9","144520"
"43.283","17.017","144540"
"43.033","17.433","144620"
"42.65","18.083","144720"
"42.567","18.267","144740"
"44.783","17.217","145420"
"43.35","17.8","146480"
"43.717","18.267","146520"
"43.867","18.433","146540"
"47.933","23.917","150040"
"47.717","22.883","150100"
"47.667","23.5","150140"
"47.733","23.95","150150"
"47.733","26.65","150200"
"47.633","26.25","150230"
"47.033","21.9","150800"
"47.167","27.633","150900"
"46.983","25.95","151080"
"46.783","23.567","151200"
"46.533","24.533","151450"
"46.533","26.917","151500"
"46.367","25.733","151700"
"46.233","27.65","151970"
"46.133","21.35","152000"
"46.167","21.317","152005"
"45.867","22.9","152300"
"45.767","21.25","152470"
"45.8","24.15","152600"
"45.45","25.45","152800"
"45.417","22.25","152920"
"45.483","28.033","153100"
"45.183","28.817","153350"
"45.033","21.683","153380"
"45.1","24.367","153460"
"45.133","26.85","153500"
"45.167","29.733","153600"
"44.85","24.817","153730"
"44.95","26","153770"
"44.717","21.633","153880"
"44.75","27.3","154050"
"44.767","28.883","154090"
"44.633","22.633","154100"
"44.483","26.117","154200"
